simval,obsnme,obsval,weight,obgnme,comments
101.2398148,HO_47,101.7932968,1,HEADS,#
276.1064453,HO_48,337.2763977,1,HEADS,#
52.04291534,HO_49,52.81269836,1,HEADS,#
51.75658417,HO_50,53.84680176,1,HEADS,#
80.75508881,HO_51,79.1760025,1,HEADS,#
80.79766083,HO_52,83.17379761,1,HEADS,#
83.66200256,HO_53,85.94339752,1,HEADS,#
57.70825195,HO_54,52.55540085,1,HEADS,#
77.78552246,HO_55,70.51239777,1,HEADS,#
50.94161224,HO_56,49.91339874,1,HEADS,#
52.56293869,HO_57,49.6344986,1,HEADS,#
44.09887695,HO_58,43.70019913,1,HEADS,#
44.64677811,HO_59,47.03829956,1,HEADS,#
51.05287933,HO_60,48.79240036,1,HEADS,#
52.292099,HO_61,49.9469986,1,HEADS,#
58.80654144,HO_62,60.30500031,1,HEADS,#
55.9264183,HO_63,58.06480026,1,HEADS,#
337.5895386,HO_64,342.9609985,1,HEADS,#
145.6302338,HO_65,140.0861053,1,HEADS,#
322.2171021,HO_66,336.1029968,1,HEADS,#
150.6598969,HO_67,147.7821045,1,HEADS,#
144.749054,HO_68,149.2326965,1,HEADS,#
145.8453369,HO_69,144.2118988,1,HEADS,#
145.8453369,HO_70,143.3656006,1,HEADS,#
549.8638306,HO_71,553.6599731,1,HEADS,#
241.9998627,HO_72,238.9631958,1,HEADS,#
247.5934296,HO_73,234.0574951,1,HEADS,#
220.3146515,HO_74,219.5382996,1,HEADS,#
220.3505096,HO_75,220.8305054,1,HEADS,#
239.890686,HO_76,256.0740967,1,HEADS,#
225.5545197,HO_77,229.4248047,1,HEADS,#
223.9752655,HO_78,230.2480011,1,HEADS,#
222.93927,HO_79,226.5200958,1,HEADS,#
239.2913513,HO_80,258.1863098,1,HEADS,#
215.7929993,HO_81,220.4496002,1,HEADS,#
211.4918823,HO_82,217.5948029,1,HEADS,#
215.1174316,HO_83,205.7369995,1,HEADS,#
201.7639618,HO_84,199.0420074,1,HEADS,#
196.2049408,HO_85,204.3538055,1,HEADS,#
221.2041321,HO_86,219.5148926,1,HEADS,#
225.5858154,HO_87,237.5769043,1,HEADS,#
227.6282349,HO_88,232.4210968,1,HEADS,#
229.4037018,HO_89,238.8916931,1,HEADS,#
199.0871735,HO_90,189.3600006,1,HEADS,#
215.4327698,HO_91,200.1997986,1,HEADS,#
199.0654755,HO_92,199.7277985,1,HEADS,#
210.9633484,HO_93,196.1876068,1,HEADS,#
180.7647095,HO_94,184.2821045,1,HEADS,#
163.8303223,HO_95,165.5505981,1,HEADS,#
148.2341461,HO_96,119.115799,1,HEADS,#
153.5791168,HO_97,161.8251038,1,HEADS,#
159.1596222,HO_98,155.513504,1,HEADS,#
161.1577301,HO_99,162.7463989,1,HEADS,#
190.8569641,HO_100,196.154007,1,HEADS,#
163.0097504,HO_101,160.1815033,1,HEADS,#
163.0286102,HO_102,161.9006042,1,HEADS,#
177.1728821,HO_103,176.0525055,1,HEADS,#
174.1349335,HO_104,169.0267944,1,HEADS,#
173.1115112,HO_105,167.7711029,1,HEADS,#
171.5245667,HO_106,166.3034973,1,HEADS,#
171.0595398,HO_107,169.6499023,1,HEADS,#
175.0555573,HO_108,170.872406,1,HEADS,#
175.6625519,HO_109,171.620697,1,HEADS,#
176.0344696,HO_110,170.5137939,1,HEADS,#
174.4743958,HO_111,171.2335968,1,HEADS,#
177.2161865,HO_112,171.6618042,1,HEADS,#
157.9839783,HO_113,168.6000977,1,HEADS,#
175.5139923,HO_114,171.8840027,1,HEADS,#
243.2818146,HO_115,248.593399,1,HEADS,#
238.1018982,HO_116,237.550705,1,HEADS,#
237.3352203,HO_117,245.3903046,1,HEADS,#
229.2267761,HO_118,233.6596985,1,HEADS,#
231.7350922,HO_119,239.3838043,1,HEADS,#
254.4137421,HO_120,250.3955994,1,HEADS,#
239.2141571,HO_121,237.7501068,1,HEADS,#
251.6380768,HO_122,315.9039001,1,HEADS,#
246.184021,HO_123,261.9816895,1,HEADS,#
276.1564331,HO_124,266.2253113,1,HEADS,#
239.7917633,HO_125,273.72229,1,HEADS,#
235.1215668,HO_126,236.4089966,1,HEADS,#
221.270462,HO_127,222.7682953,1,HEADS,#
216.2176666,HO_128,181.5769959,1,HEADS,#
238.80336,HO_129,245.4844055,1,HEADS,#
214.5151062,HO_130,202.239502,1,HEADS,#
228.2318268,HO_131,229.0007935,1,HEADS,#
216.6218414,HO_132,209.319397,1,HEADS,#
235.9279785,HO_133,239.668396,1,HEADS,#
235.457962,HO_134,239.4304047,1,HEADS,#
216.7596283,HO_135,212.7848969,1,HEADS,#
222.584671,HO_136,216.1938019,1,HEADS,#
235.1956177,HO_137,235.8403015,1,HEADS,#
217.8623352,HO_138,221.0471039,1,HEADS,#
229.1386414,HO_139,240.2382965,1,HEADS,#
227.4455872,HO_140,238.408493,1,HEADS,#
240.4580231,HO_141,243.4120026,1,HEADS,#
243.7712708,HO_142,216.5908966,1,HEADS,#
244.5507507,HO_143,246.8574982,1,HEADS,#
225.9158173,HO_144,219.9797974,1,HEADS,#
225.2716064,HO_145,235.4192963,1,HEADS,#
255.3003998,HO_146,261.6144104,1,HEADS,#
256.5606995,HO_147,258.6901855,1,HEADS,#
217.8240814,HO_148,223.7277985,1,HEADS,#
219.9582367,HO_149,216.5771942,1,HEADS,#
233.3292084,HO_150,248.2718048,1,HEADS,#
234.6227722,HO_151,250.7162933,1,HEADS,#
192.4888458,HO_152,189.6833954,1,HEADS,#
185.5888367,HO_153,184.0695038,1,HEADS,#
188.5915527,HO_154,180.0469055,1,HEADS,#
188.5915527,HO_155,177.7863007,1,HEADS,#
188.5915527,HO_156,177.5688934,1,HEADS,#
188.5915527,HO_157,177.3616028,1,HEADS,#
213.205658,HO_158,201.2501068,1,HEADS,#
213.205658,HO_159,187.1136932,1,HEADS,#
213.205658,HO_160,196.2494965,1,HEADS,#
303.5506592,HO_161,296.0020142,1,HEADS,#
225.0928802,HO_162,211.0440063,1,HEADS,#
215.2094879,HO_163,219.0704041,1,HEADS,#
215.0939026,HO_164,215.0095062,1,HEADS,#
232.1598969,HO_165,231.4859009,1,HEADS,#
221.3544159,HO_166,222.9356995,1,HEADS,#
276.1376038,HO_167,271.6306152,1,HEADS,#
278.2224426,HO_168,275.4259033,1,HEADS,#
286.7410889,HO_169,291.7077942,1,HEADS,#
286.6031799,HO_170,291.2170105,1,HEADS,#
396050,gflo_1,395595.8841,1,GgFlo,RUSSIAN_R_NR_UKIAH
716270,gflo_2,634756.8383,1,GgFlo,EF_RUSSIAN_R_NR_CALPELLA
758010,gflo_3,673222.8037,1,GgFlo,EF_RUSSIAN_R_NR_UKIAH
-999,gflo_4,883061.6941,1,GgFlo,RUSSIAN_R_NR_TALMAG
1647100,gflo_5,1491150.587,1,GgFlo,RUSSIAN_R_NR_HOPLAND
2217300,gflo_6,2027111.034,1,GgFlo,RUSSIAN_R_NR_CLOVERDALE
-999,gflo_7,103461.3666,1,GgFlo,BIG_SULPHUR_C_A_G_RESORT_NR_CLOVERDALE
-999,gflo_8,69467.94264,1,GgFlo,BIG_SULPHUR_C_NR_CLOVERDALE
-999,gflo_9,256581.6327,1,GgFlo,RUSSIAN_R_GEYSERVILLE
-999,gflo_10,268818.2818,1,GgFlo,RUSSIAN_R_JIMTOWN
-999,gflo_11,2347.101309,1,GgFlo,MAACAMA_C_NR_KELLOGG
-999,gflo_12,272438.8721,1,GgFlo,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
3267100,gflo_13,3120063.55,1,GgFlo,RUSSIAN_R_NR_HEALDSBURG
-999,gflo_14,715847.0784,1,GgFlo,DRY_C_NR_GEYSERVILLE
800360,gflo_15,270012.4967,1,GgFlo,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
957100,gflo_16,192046.4763,1,GgFlo,DRY_C_NR_MOUTH_NR_HEALDSBURG
-999,gflo_17,709277.9336,1,GgFlo,RUSSIAN_R_NR_WINDSOR
5238300,gflo_18,4899465.932,1,GgFlo,RUSSIAN_R_NR_GUERNEVILLE
-999,gflo_19,-999,1,GgFlo,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
377190,gflo_20,375101.7284,1,GgFlo,AUSTIN_C_NR_CAZADERO
0.119716226,bsflo_1,0.114,1,Basflo,RUSSIAN_R_NR_UKIAH
0.13940038,bsflo_2,0.114,1,Basflo,EF_RUSSIAN_R_NR_CALPELLA
-999,bsflo_3,-999,1,Basflo,EF_RUSSIAN_R_NR_UKIAH
-999,bsflo_4,-999,1,Basflo,RUSSIAN_R_NR_TALMAG
0.160025753,bsflo_5,0.114,1,Basflo,RUSSIAN_R_NR_HOPLAND
0.112800264,bsflo_6,0.114,1,Basflo,RUSSIAN_R_NR_CLOVERDALE
-999,bsflo_7,-999,1,Basflo,BIG_SULPHUR_C_A_G_RESORT_NR_CLOVERDALE
-999,bsflo_8,-999,1,Basflo,BIG_SULPHUR_C_NR_CLOVERDALE
-999,bsflo_9,-999,1,Basflo,RUSSIAN_R_GEYSERVILLE
-999,bsflo_10,-999,1,Basflo,RUSSIAN_R_JIMTOWN
-999,bsflo_11,-999,1,Basflo,MAACAMA_C_NR_KELLOGG
-999,bsflo_12,-999,1,Basflo,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
0.09342545,bsflo_13,0.114,1,Basflo,RUSSIAN_R_NR_HEALDSBURG
-999,bsflo_14,-999,1,Basflo,DRY_C_NR_GEYSERVILLE
-999,bsflo_15,-999,1,Basflo,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
-0.039759122,bsflo_16,0.114,1,Basflo,DRY_C_NR_MOUTH_NR_HEALDSBURG
-999,bsflo_17,-999,1,Basflo,RUSSIAN_R_NR_WINDSOR
1.260918782,bsflo_18,0.114,1,Basflo,RUSSIAN_R_NR_GUERNEVILLE
-999,bsflo_19,-999,1,Basflo,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
0.122896393,bsflo_20,-999,1,Basflo,AUSTIN_C_NR_CAZADERO
41890.58237,pmpchg,0,1,PmpCHG,# Total pump change
