parnme,partrans,parval1,pargp,comments,subbasin,gw_basin
ks_121,none,57.37691879272461,upw_ks,3124,12,1
ks_122,none,174.78192138671875,upw_ks,3142,14,1
ks_123,none,0.0001435299782315269,upw_ks,3152,15,1
ks_124,none,0.04991026222705841,upw_ks,3154,15,1
ks_125,none,446.89398193359375,upw_ks,3162,16,1
ks_126,none,372.4042053222656,upw_ks,3163,16,1
ks_127,none,266.4520263671875,upw_ks,3164,16,1
ks_128,none,34.137786865234375,upw_ks,3172,17,1
ks_129,none,161.67129516601562,upw_ks,3173,17,0
ks_130,none,21.7383975982666,upw_ks,3174,17,1
ks_131,none,0.00013351801317185163,upw_ks,4125,12,0
ks_132,none,61.10432434082031,upw_ks,4135,13,0
ks_133,none,0.12109420448541641,upw_ks,4175,17,0
ks_134,none,10.057360649108887,upw_ks,4185,18,1
ks_135,none,6.947686195373535,upw_ks,4195,21,1
ks_136,none,4.8999998398358e-05,upw_ks,4215,21,1
ks_137,none,127.27490234375,upw_ks,5106,10,1
ks_138,none,51.33743667602539,upw_ks,5108,10,1
ks_139,none,1.4539220333099365,upw_ks,5115,11,1
ks_140,none,405.5732116699219,upw_ks,5118,11,1
ks_141,none,0.0776214599609375,upw_ks,5128,12,0
ks_142,none,0.0010610719909891486,upw_ks,5145,14,1
ks_143,none,123.6135025024414,upw_ks,5146,14,1
ks_144,none,30.979272842407227,upw_ks,5147,14,1
ks_145,none,32.81209945678711,upw_ks,5148,14,1
ks_146,none,209.56748962402344,upw_ks,5158,15,0
ks_147,none,12.256590843200684,upw_ks,5168,17,0
ks_148,none,0.00010905801900662482,upw_ks,5178,17,0
ks_149,none,4.940000508213416e-05,upw_ks,5185,18,0
ks_150,none,473.7148742675781,upw_ks,5188,18,1
ks_151,none,0.1717982292175293,upw_ks,5198,19,1
ks_152,none,3.959999503422296e-06,upw_ks,5208,20,0
ks_153,none,10.97822093963623,upw_ks,5218,21,1
ks_154,none,19.860780715942383,upw_ks,5228,22,0
ks_155,none,0.019012337550520897,upw_ks,7105,10,1
ks_156,none,0.0012225080281496048,upw_ks,7106,10,1
ks_157,none,6.14497184753418,upw_ks,7107,16,1
ks_158,none,151.40248107910156,upw_ks,7115,11,1
ks_159,none,0.5310291647911072,upw_ks,7125,12,1
ks_160,none,225.00091552734375,upw_ks,7126,12,1
ks_161,none,49.94131088256836,upw_ks,7127,16,1
ks_162,none,145.27490234375,upw_ks,7146,14,1
ks_163,none,2.2888529300689697,upw_ks,7155,15,1
ks_164,none,3.9590752124786377,upw_ks,7156,15,1
ks_165,none,0.0001814419956644997,upw_ks,7157,15,1
ks_166,none,0.0018689318094402552,upw_ks,7165,16,1
ks_167,none,17.849201202392578,upw_ks,7166,16,1
ks_168,none,0.00026521997642703354,upw_ks,7167,16,1
ks_169,none,22.376737594604492,upw_ks,7175,17,1
ks_170,none,4.070000068168156e-05,upw_ks,7176,17,1
ks_171,none,0.007913175038993359,upw_ks,7177,17,1
ks_172,none,4.276534557342529,upw_ks,8115,11,1
ks_173,none,10.477950096130371,upw_ks,8116,11,1
ks_174,none,88.01049041748047,upw_ks,8118,11,0
ks_175,none,0.002279815962538123,upw_ks,8125,12,0
ks_176,none,0.004379205871373415,upw_ks,8126,12,1
ks_177,none,12.927051544189453,upw_ks,8127,12,1
ks_178,none,162.03610229492188,upw_ks,9175,17,1
ks_179,none,4.2132954597473145,upw_ks,9177,17,1
ks_180,none,43.3435173034668,upw_ks,9185,18,1
ks_181,none,19.890779495239258,upw_ks,9187,18,0
ks_182,none,307.6050109863281,upw_ks,9188,18,1
ks_183,none,1.1008729934692383,upw_ks,9217,21,0
ks_184,none,0.0009693260071799159,upw_ks,10100,10,1
ks_185,none,0.33809658885002136,upw_ks,10110,11,1
ks_186,none,2.232754945755005,upw_ks,10120,12,1
ks_187,none,17.64486312866211,upw_ks,10140,14,0
ks_188,none,48.596412658691406,upw_ks,10160,16,1
ks_189,none,0.07070412486791611,upw_ks,10170,17,0
ks_190,none,0.0025355899706482887,upw_ks,10180,18,1
ks_191,none,1.1959600448608398,upw_ks,10190,19,0
ks_192,none,0.0003985350194852799,upw_ks,10200,21,0
ks_193,none,0.2645787000656128,upw_ks,10210,21,1
ks_194,none,2.4400000256719068e-05,upw_ks,10220,22,0
ks_195,none,20.494478225708008,upw_ks,11140,14,0
ks_196,none,0.0008842210518196225,upw_ks,11160,16,0
ks_197,none,144.2042999267578,upw_ks,11180,18,1
ks_198,none,0.37575480341911316,upw_ks,11190,19,1
ks_199,none,0.0045317066833376884,upw_ks,11200,20,0
ks_200,none,1.9500002963468432e-06,upw_ks,11210,21,1
ks_201,none,1.790000169421546e-05,upw_ks,11220,22,0
ks_202,none,3.2215819358825684,upw_ks,12100,10,1
ks_203,none,0.00014258100418373942,upw_ks,12120,17,1
ks_204,none,0.0034329802729189396,upw_ks,12130,13,0
ks_205,none,148.76039123535156,upw_ks,12140,16,1
ks_206,none,2.4400003439950524e-06,upw_ks,12150,15,0
ks_207,none,202.11647033691406,upw_ks,12160,16,1
ks_208,none,8.409998372371774e-06,upw_ks,12170,17,1
ks_209,none,0.0008022868423722684,upw_ks,12180,18,1
ks_210,none,7.309999637072906e-05,upw_ks,12200,20,0
ks_211,none,4.630001058103517e-06,upw_ks,12210,21,1
ks_212,none,0.00012832001084461808,upw_ks,12220,22,0
ks_213,none,91.60948944091797,upw_ks,13100,10,0
ks_214,none,1.4099995269134524e-06,upw_ks,13110,11,0
ks_215,none,0.6453589797019958,upw_ks,13120,12,1
ks_216,none,11.853759765625,upw_ks,13140,15,1
ks_217,none,102.81420135498047,upw_ks,13150,15,0
ks_218,none,0.16197951138019562,upw_ks,13160,16,1
ks_219,none,2.7699998099706136e-05,upw_ks,13180,18,1
ks_220,none,43.66073226928711,upw_ks,13200,20,0
ks_221,none,5.8000001445179805e-05,upw_ks,13210,21,0
ks_222,none,192.16688537597656,upw_ks,13220,22,0
ks_223,none,6.90093994140625,upw_ks,14100,10,1
ks_224,none,5.518096446990967,upw_ks,14110,11,1
ks_225,none,0.002640566322952509,upw_ks,14120,12,1
ks_226,none,0.007778829894959927,upw_ks,14130,13,0
ks_227,none,2.049999966402538e-05,upw_ks,14140,14,1
ks_228,none,33.70663070678711,upw_ks,14150,15,1
ks_229,none,0.05171525850892067,upw_ks,14160,17,1
ks_230,none,2.300000051036477e-05,upw_ks,14170,17,1
ks_231,none,4.199999693810241e-06,upw_ks,14180,18,1
ks_232,none,151.54750061035156,upw_ks,14190,19,1
ks_233,none,6.990000838413835e-05,upw_ks,14210,21,1
ks_371,none,49.166839599609375,upw_ks,1010,1,1
ks_372,none,0.003988780081272125,upw_ks,1020,2,1
ks_373,none,5.0499998906161636e-05,upw_ks,1030,4,1
ks_374,none,0.38705724477767944,upw_ks,1040,4,1
ks_375,none,0.15527290105819702,upw_ks,1050,5,1
ks_376,none,67.41596984863281,upw_ks,1060,6,1
ks_377,none,73.04229736328125,upw_ks,1070,7,0
ks_378,none,1.2394249439239502,upw_ks,1080,10,0
ks_379,none,22.043071746826172,upw_ks,1090,10,1
ks_381,none,0.3084108829498291,upw_ks,1110,1,0
ks_384,none,1.390000079481979e-06,upw_ks,1140,4,0
ks_385,none,1.1135789155960083,upw_ks,1150,5,1
ks_386,none,9.119999049289618e-06,upw_ks,1160,6,1
ks_389,none,252.24566650390625,upw_ks,1190,9,0
ks_392,none,0.0012196400202810764,upw_ks,1220,2,0
ks_393,none,0.7208157777786255,upw_ks,1260,6,1
ks_394,none,9.083364486694336,upw_ks,1290,9,1
ks_395,none,0.0007302789599634707,upw_ks,1320,2,0
ks_396,none,0.00010427399683976546,upw_ks,1350,5,0
ks_397,none,2.5268139839172363,upw_ks,1360,6,1
ks_398,none,0.4424550235271454,upw_ks,1370,7,0
ks_399,none,0.00038491797749884427,upw_ks,1380,8,0
ks_400,none,181.595703125,upw_ks,1410,1,1
ks_401,none,0.002579780062660575,upw_ks,1420,2,1
ks_402,none,0.0005062990239821374,upw_ks,1430,3,0
ks_403,none,353.8156433105469,upw_ks,1440,4,1
ks_404,none,0.00011560799612198025,upw_ks,1450,5,1
ks_405,none,2.3966450691223145,upw_ks,1460,6,1
ks_406,none,170.59190368652344,upw_ks,1480,8,0
ks_407,none,0.0003478940052445978,upw_ks,1490,9,0
ks_484,none,0.0019167308928444982,upw_ks,10100,10,1
ks_485,none,29.323963165283203,upw_ks,10110,11,1
ks_486,none,11.0560884475708,upw_ks,10120,12,1
ks_487,none,126.64628601074219,upw_ks,10140,14,0
ks_488,none,302.96630859375,upw_ks,10160,16,0
ks_489,none,5.8949198722839355,upw_ks,10170,17,0
ks_490,none,2.468280076980591,upw_ks,10180,18,1
ks_491,none,11.681690216064453,upw_ks,10190,19,0
ks_492,none,78.63935089111328,upw_ks,10200,21,0
ks_493,none,0.028252501040697098,upw_ks,10210,21,1
ks_494,none,1.2957961559295654,upw_ks,10220,22,0
ks_495,none,173.76071166992188,upw_ks,11140,14,0
ks_496,none,7.779776573181152,upw_ks,11160,16,0
ks_497,none,11.184019088745117,upw_ks,11180,18,1
ks_498,none,29.05084228515625,upw_ks,11190,19,1
ks_499,none,408.3501281738281,upw_ks,11200,20,0
ks_500,none,0.014735843054950237,upw_ks,11210,21,1
ks_501,none,45.45317840576172,upw_ks,11220,22,0
ks_502,none,0.24880599975585938,upw_ks,12100,10,1
ks_503,none,0.0022606963757425547,upw_ks,12120,17,1
ks_504,none,1.734382152557373,upw_ks,12130,13,0
ks_505,none,34.566707611083984,upw_ks,12140,16,1
ks_506,none,0.002684226958081126,upw_ks,12150,15,0
ks_507,none,18.53185272216797,upw_ks,12160,16,1
ks_508,none,0.0003592569846659899,upw_ks,12170,17,0
ks_509,none,0.013741071335971355,upw_ks,12180,18,1
ks_510,none,3.036586046218872,upw_ks,12200,20,0
ks_511,none,0.04469115287065506,upw_ks,12210,21,1
ks_512,none,1.1999999514955562e-05,upw_ks,12220,22,0
ks_513,none,61.19301223754883,upw_ks,13100,10,0
ks_514,none,4.000000626547262e-05,upw_ks,13110,11,0
ks_515,none,36.45529556274414,upw_ks,13120,12,0
ks_516,none,289.0156555175781,upw_ks,13140,15,1
ks_517,none,227.7032928466797,upw_ks,13150,15,0
ks_518,none,6.112970352172852,upw_ks,13160,16,0
ks_519,none,0.059600088745355606,upw_ks,13180,18,1
ks_520,none,0.3215620219707489,upw_ks,13200,20,0
ks_521,none,53.284671783447266,upw_ks,13210,21,0
ks_522,none,3.8956375122070312,upw_ks,13220,22,0
ks_523,none,1.3226792812347412,upw_ks,14100,10,1
ks_524,none,5.619999501504935e-05,upw_ks,14110,11,0
ks_525,none,108.52660369873047,upw_ks,14120,12,0
ks_530,none,0.27037179470062256,upw_ks,14170,17,0
ks_531,none,0.14690840244293213,upw_ks,14180,18,1
ks_533,none,0.00037063000490888953,upw_ks,14210,21,1
lak_cond_01,none,1.0,lak_cd,#,3,1
lak_cond_02,none,1.0,lak_cd,#,22,1
lak_cond_12,none,1.06949,lak_cd,#,18,1
pref_flow_den_mult_01,none,1.0,prms_pref_flow_den,#,1,1
pref_flow_den_mult_02,none,1.0,prms_pref_flow_den,#,2,1
pref_flow_den_mult_03,none,1.0,prms_pref_flow_den,#,3,1
pref_flow_den_mult_04,none,1.0,prms_pref_flow_den,#,4,1
pref_flow_den_mult_05,none,1.0,prms_pref_flow_den,#,5,1
pref_flow_den_mult_06,none,1.0,prms_pref_flow_den,#,6,1
pref_flow_den_mult_07,none,1.0,prms_pref_flow_den,#,7,1
pref_flow_den_mult_08,none,1.0,prms_pref_flow_den,#,8,1
pref_flow_den_mult_09,none,1.0,prms_pref_flow_den,#,9,1
pref_flow_den_mult_10,none,1.0,prms_pref_flow_den,#,10,1
pref_flow_den_mult_11,none,1.0,prms_pref_flow_den,#,11,1
pref_flow_den_mult_12,none,1.0,prms_pref_flow_den,#,12,1
pref_flow_den_mult_13,none,1.0,prms_pref_flow_den,#,13,1
pref_flow_den_mult_14,none,1.0,prms_pref_flow_den,#,14,1
pref_flow_den_mult_15,none,1.0,prms_pref_flow_den,#,15,1
pref_flow_den_mult_16,none,1.0,prms_pref_flow_den,#,16,1
pref_flow_den_mult_17,none,1.0,prms_pref_flow_den,#,17,1
pref_flow_den_mult_18,none,1.0,prms_pref_flow_den,#,18,1
pref_flow_den_mult_19,none,1.0,prms_pref_flow_den,#,19,1
pref_flow_den_mult_20,none,1.0,prms_pref_flow_den,#,20,1
pref_flow_den_mult_21,none,1.0,prms_pref_flow_den,#,21,1
pref_flow_den_mult_22,none,1.0,prms_pref_flow_den,#,22,1
rain_adj_mult_01_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_01_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_01_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_01_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_01_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_01_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_01_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_01_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_01_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_01_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_01_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_01_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_01_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_01_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_01_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_01_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_01_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_01_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_01_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_01_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_01_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_01_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_02_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_02_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_02_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_02_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_02_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_02_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_02_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_02_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_02_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_02_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_02_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_02_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_02_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_02_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_02_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_02_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_02_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_02_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_02_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_02_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_02_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_02_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_03_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_03_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_03_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_03_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_03_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_03_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_03_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_03_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_03_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_03_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_03_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_03_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_03_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_03_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_03_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_03_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_03_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_03_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_03_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_03_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_03_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_03_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_04_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_04_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_04_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_04_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_04_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_04_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_04_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_04_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_04_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_04_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_04_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_04_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_04_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_04_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_04_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_04_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_04_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_04_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_04_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_04_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_04_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_04_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_05_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_05_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_05_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_05_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_05_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_05_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_05_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_05_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_05_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_05_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_05_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_05_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_05_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_05_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_05_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_05_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_05_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_05_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_05_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_05_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_05_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_05_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_06_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_06_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_06_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_06_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_06_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_06_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_06_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_06_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_06_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_06_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_06_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_06_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_06_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_06_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_06_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_06_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_06_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_06_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_06_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_06_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_06_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_06_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_07_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_07_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_07_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_07_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_07_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_07_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_07_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_07_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_07_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_07_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_07_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_07_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_07_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_07_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_07_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_07_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_07_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_07_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_07_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_07_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_07_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_07_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_08_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_08_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_08_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_08_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_08_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_08_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_08_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_08_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_08_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_08_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_08_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_08_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_08_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_08_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_08_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_08_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_08_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_08_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_08_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_08_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_08_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_08_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_09_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_09_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_09_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_09_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_09_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_09_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_09_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_09_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_09_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_09_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_09_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_09_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_09_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_09_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_09_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_09_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_09_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_09_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_09_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_09_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_09_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_09_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_10_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_10_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_10_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_10_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_10_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_10_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_10_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_10_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_10_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_10_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_10_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_10_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_10_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_10_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_10_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_10_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_10_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_10_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_10_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_10_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_10_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_10_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_11_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_11_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_11_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_11_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_11_05,none,1.0,prms_rain_adj,#,5,1
