totim,name,ZONE_1,ZONE_2,ZONE_3,ZONE_4,ZONE_5,ZONE_6,ZONE_7,ZONE_8,ZONE_9,ZONE_10,ZONE_11,ZONE_12,ZONE_13,ZONE_14,ZONE_15,ZONE_16,ZONE_17,ZONE_18,ZONE_19,ZONE_20,ZONE_21,ZONE_22
1.0,FROM_ZONE_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018664546,0.0,0.0,0.0,0.0,0.0,1923.4202,0.027396105,0.0,0.0,0.0,0.009463524,0.0,618.32544
1.0,FROM_ZONE_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009429683,0.0042797336,0.0,0.0,0.0,1.1037825,0.0,3219.5913,0.0,0.0,0.0,0.0,0.0,0.0
1.0,FROM_ZONE_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.35801,0.0,21.394827,0.0,0.1048731,81.8686,0.0,19409.924,0.031231357,0.0,0.028740713,0.0012059977,0.0
1.0,FROM_ZONE_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039014374,1.5353926,0.0,0.0,553.7814,0.0,555.22626,0.0,0.0,0.0,0.0
1.0,FROM_ZONE_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019731205,183.10333,0.0,1092.5977,0.0,22.169287,0.0
1.0,FROM_ZONE_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.319765,0.0,0.0,201.59297,0.0
1.0,FROM_ZONE_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11433685,0.0,0.059663393,0.0,0.0,0.0,0.0,33.42108,0.0011549094
1.0,FROM_ZONE_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033341758,0.0,3.2430189,85.93064,0.07762025,0.0,0.0
1.0,FROM_ZONE_22,0.0,0.0,0.0,0.0,0.0,0.06994079,0.0,0.0,0.05183959,0.0,0.0,0.0,0.0,39701.555,0.0,0.0,0.0,0.0,0.0,0.007469307,0.0,0.0
1.0,TOTAL_IN,410738.8,362912.9,46101.547,288413.16,262479.56,618971.0,61087.516,291934.9,283231.62,172387.64,190023.75,203545.95,11052.66,200264.1,50532.543,214628.55,130604.59,373305.03,69684.98,380953.4,341510.34,818469.75
1.0,TO_CONSTANT_HEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_WELLS,115.69705,19.046293,71.551994,11543.371,1610.3539,451.0355,0.0,0.04548435,6237.5747,454.88715,0.0,1932.3276,1286.8685,170.58275,25.425045,1436.7892,12399.356,150551.88,51.67225,75.230286,1136.9478,0.59680176
1.0,TO_STREAM_LEAKAGE,24437.686,20890.441,4500.428,21066.914,22493.293,55932.414,4054.148,27384.162,20428.312,37057.355,23093.936,36820.05,1338.0579,49891.617,3384.992,15297.721,44438.5,17565.277,4235.3975,20262.408,25652.625,162930.17
1.0,TO_LAKE_SEEPAGE,0.0,0.0,2381.9397,44.929676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1138997
1.0,TO_GW_ET,3896.5767,2346.3699,207.87025,4067.5618,2618.9678,3507.9758,208.64182,1380.0057,1868.0131,1554.3884,1721.8431,3002.9731,120.12845,644.859,262.2728,999.4574,736.2676,2030.0665,615.619,3883.4932,1619.2402,2312.6323
1.0,TO_UZF_RECHARGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_SURFACE_LEAKAGE,1136.5775,397.67615,16.015915,957.8737,794.61646,213.52661,55.897263,193.0902,831.88574,177.13959,882.61304,606.9912,6.413243,679.63934,26.884136,100.42719,178.25201,473.4976,177.48294,4528.2363,403.4355,9290.467
1.0,TO_HORT+DUNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_STORAGE_CHANGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_1,0.0,0.00939887,111.51503,330.24384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_2,0.04555707,0.0,0.5048946,0.006254408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_3,893.1318,12.507026,0.0,649.8268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_4,144.59729,0.0057392046,38.49337,0.0,706.1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_5,0.0,0.0,0.0,1489.1696,0.0,71.01875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_6,0.0,0.0,0.0,0.0,1982.2185,0.0,0.0,0.023767926,14.203494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06994079
1.0,TO_ZONE_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.468695,0.0,0.0,0.0032596989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_8,0.0,0.0,0.0,0.0,0.0,0.033759367,329.21906,0.0,572.6526,0.010270762,0.0040237494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_9,0.0,0.0,0.0,0.0,0.0,318.86426,0.0,772.4866,0.0,52.83537,0.0,0.0,0.0,0.018664546,0.009429683,0.0,0.0,0.0,0.0,0.0,0.0,0.05183959
1.0,TO_ZONE_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082560085,928.6594,0.0,0.019066865,13.746096,0.0,0.0,0.0042797336,71.35801,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0022712317,0.041530106,0.0,0.004091187,0.0,2530.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6214.6846,3854.982,0.0,90.7977,0.0,0.0,21.394827,0.0039014374,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.7096,0.0,0.0,0.0,0.0,1.5353926,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03573595,0.0,0.0,0.0,0.0,0.0,1.1037825,0.1048731,0.0,0.0,0.0,0.11433685,0.0,39701.555
1.0,TO_ZONE_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008100168,0.00019537633,0.0,0.0,0.0,1923.4202,0.0,81.8686,0.0,0.0,0.0,0.0,0.0,0.0
1.0,TO_ZONE_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.714489,0.0,0.8539356,0.0,0.027396105,3219.5913,0.0,553.7814,0.019731205,0.0,0.059663393,0.0033341758,0.0
1.0,TO_ZONE_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045149624,18.84008,0.0,0.0,19409.924,0.0,183.10333,0.0,0.0,0.0,0.0
1.0,TO_ZONE_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031231357,555.22626,0.0,27.319765,0.0,3.2430189,0.0
1.0,TO_ZONE_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092.5977,0.0,0.0,85.93064,0.0
1.0,TO_ZONE_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009463524,0.0,0.028740713,0.0,0.0,0.0,0.0,0.07762025,0.007469307
1.0,TO_ZONE_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012059977,0.0,22.169287,201.59297,33.42108,0.0,0.0
1.0,TO_ZONE_22,0.0,0.0,0.0,0.0,0.0,0.018643826,0.0,0.0,0.039020628,0.0,0.0,0.0,0.0,618.32544,0.0,0.0,0.0,0.0,0.0,0.0011549094,0.0,0.0
1.0,TOTAL_OUT,30624.31,23666.057,7328.3193,40149.9,30205.568,60494.89,4647.9087,29748.404,30881.383,45521.02,29553.402,46015.723,2861.1057,53928.5,6920.2827,37419.105,58862.926,171918.61,5309.0845,28782.969,28901.502,214238.62
1.0,IN-OUT,380114.5,339246.84,38773.227,248263.25,232274.0,558476.1,56439.605,262186.5,252350.25,126866.625,160470.34,157530.23,8191.5547,146335.6,43612.26,177209.44,71741.67,201386.42,64375.89,352170.44,312608.84,604231.1
1.0,PERCENT_DISCREPANCY,172.2457,175.51231,145.1369,151.1206,158.71938,164.38681,171.71748,163.00908,160.67482,116.440186,146.16306,126.24553,117.74749,115.13757,151.81938,140.61581,75.72978,73.87296,171.68263,171.90099,168.78987,117.01873
